time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.59627	18.8308	4.87988	3.82997	0.534752	radar	1.53413	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.4214	18.6992	4.84255	3.85056	0.525514	lidar	1.0774	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.24709	18.5578	4.76538	3.8501	0.413681	radar	1.18277	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13959	18.4023	4.63879	3.90488	0.482335	lidar	1.34023	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.96997	18.2229	4.78757	3.98249	0.716702	radar	6.84724	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66072	18.0898	5.0046	3.91731	0.517634	lidar	3.60144	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49569	17.9436	4.888	3.90495	0.362394	radar	3.38201	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24229	17.7833	5.01158	3.87793	0.276172	lidar	1.05585	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07035	17.5934	5.08109	3.94427	0.476045	radar	2.43756	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89202	17.477	5.02538	3.94023	0.431197	lidar	6.21173	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76476	17.2556	5.06243	4.03402	0.657222	radar	2.37256	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58507	17.0649	5.09469	4.0515	0.629251	lidar	0.101643	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41874	16.904	4.94557	4.01887	0.387674	radar	2.64768	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25235	16.7346	4.93981	4.0248	0.362671	lidar	0.525282	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06142	16.5408	4.95414	4.00434	0.235489	radar	4.52789	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.90967	16.3119	4.98575	4.03583	0.271781	lidar	2.28489	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7422	16.1375	4.9517	4.02058	0.179278	radar	0.425523	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.52051	15.9774	5.01939	3.98191	0.0902351	lidar	1.10853	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41664	15.7357	5.07384	4.09255	0.423714	radar	2.85714	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.23912	15.5156	5.13991	4.10034	0.398806	lidar	0.604791	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.07163	15.3244	5.12659	4.09208	0.320215	radar	0.869375	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.842999	15.1053	5.26195	4.06459	0.235996	lidar	1.55007	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.683865	14.9268	5.18411	4.04375	0.115511	radar	2.10272	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.61343	14.7147	5.05794	4.10228	0.212153	lidar	1.18344	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.512248	14.4681	5.11558	4.18129	0.429765	radar	2.05268	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.33083	14.2433	5.20123	4.17269	0.372215	lidar	0.533003	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.209978	13.9876	5.32336	4.24232	0.569177	radar	1.95958	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.251527	13.7339	5.12326	4.37166	0.767211	lidar	3.52054	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.160296	13.4921	5.16606	4.4082	0.778195	radar	0.411757	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0384199	13.2562	5.2885	4.35705	0.585574	lidar	1.9281	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.164743	13.0425	5.17111	4.32479	0.387533	radar	1.74138	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.12	12.8193	5.00697	4.44083	0.592524	lidar	2.88413	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.242983	12.598	4.91773	4.40304	0.398047	radar	3.68944	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.391295	12.3671	4.98032	4.36557	0.276936	lidar	0.6096	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.53503	12.1597	4.97174	4.32134	0.14076	radar	3.28555	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.609078	11.9477	4.92894	4.33961	0.163907	lidar	0.487431	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.753829	11.7168	4.99601	4.30955	0.0935249	radar	2.4091	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.992207	11.4764	5.15846	4.21612	-0.0979038	lidar	2.87549	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.10635	11.2461	5.13486	4.20669	-0.137307	radar	1.49848	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.2956	11.0258	5.21008	4.15936	-0.206863	lidar	0.711931	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.34911	10.7717	5.24322	4.26995	0.179986	radar	3.19832	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.47584	10.5162	5.29246	4.27371	0.17112	lidar	0.528863	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.56796	10.2481	5.36805	4.32481	0.323528	radar	1.38362	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.64313	10.0397	5.27591	4.34908	0.341212	lidar	2.13792	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.72821	9.81213	5.20349	4.35382	0.279711	radar	0.720925	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78084	9.59532	5.11761	4.38764	0.321156	lidar	0.933784	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90004	9.33933	5.22808	4.39427	0.341501	radar	2.13243	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97465	9.04034	5.30059	4.4224	0.360713	lidar	3.92548	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05965	8.82213	5.18492	4.40059	0.208642	radar	2.24835	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.1547	8.56901	5.21462	4.40077	0.187753	lidar	0.0816779	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30223	8.30863	5.30958	4.36434	0.0943638	radar	2.47761	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32313	8.08269	5.1956	4.41146	0.176177	lidar	1.09865	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37271	7.87614	5.08233	4.42457	0.163705	radar	5.49054	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50024	7.62116	5.16563	4.39807	0.0981493	lidar	0.679173	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.69039	7.37761	5.2317	4.30144	-0.177899	radar	4.14633	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.80036	7.12629	5.25772	4.2916	-0.179522	lidar	0.208401	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83501	6.89464	5.20091	4.36547	0.0820397	radar	2.54853	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85988	6.69801	5.03963	4.39759	0.123976	lidar	2.54326	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90941	6.4843	4.90631	4.38646	-0.00083876	radar	3.20511	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.96443	6.25308	4.87482	4.39997	0.0229677	lidar	0.261624	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.09045	5.99828	5.01067	4.39172	0.0599266	radar	3.86808	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18422	5.71793	5.10515	4.3904	0.0504143	lidar	1.91013	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29908	5.46637	5.13436	4.34669	-0.112518	radar	1.56948	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.40835	5.20231	5.20145	4.33467	-0.123125	lidar	0.567331	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46391	4.95756	5.18115	4.38303	0.0655003	radar	0.709454	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.59135	4.66816	5.32386	4.3704	0.0459846	lidar	1.91289	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.70002	4.41298	5.33465	4.33451	-0.111689	radar	1.61635	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.84881	4.13261	5.46771	4.31097	-0.132782	lidar	1.84044	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91914	3.89431	5.40813	4.35676	0.0745479	radar	1.72698	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98282	3.66921	5.30992	4.36763	0.0764342	lidar	1.00783	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07332	3.4769	5.18041	4.33719	-0.0701463	radar	4.06132	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16601	3.23343	5.18291	4.33517	-0.0679119	lidar	0.0217372	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28098	2.97585	5.24263	4.31512	-0.132675	radar	0.439399	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37783	2.69597	5.31793	4.31786	-0.112645	lidar	1.33283	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.46107	2.44619	5.30296	4.34068	0.00110133	radar	0.369988	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56819	2.17438	5.37269	4.34274	0.0114429	lidar	0.501711	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67111	1.95625	5.31156	4.29154	-0.22679	radar	3.46392	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79656	1.67256	5.4269	4.28601	-0.20467	lidar	1.38601	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91532	1.4256	5.43704	4.27144	-0.220433	radar	0.0610613	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97495	1.20579	5.31063	4.26978	-0.224243	lidar	5.35664	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06428	0.999237	5.19014	4.28093	-0.111583	radar	1.37768	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12379	0.776482	5.10673	4.2857	-0.106671	lidar	3.93508	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.22117	0.463406	5.29371	4.30144	-0.0868667	radar	5.65727	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29522	0.226846	5.24839	4.30524	-0.0777363	lidar	1.60868	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40411	-0.0122319	5.22417	4.32787	0.0669011	radar	5.674	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46962	-0.247942	5.18164	4.3396	0.077614	lidar	1.58478	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59331	-0.402051	5.02776	4.28308	-0.101118	radar	3.443	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73035	-0.571948	4.92518	4.24448	-0.16912	lidar	1.88553	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84839	-0.793686	4.9959	4.19589	-0.369494	radar	4.80043	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94623	-1.08685	5.14108	4.22073	-0.272879	lidar	2.37956	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03088	-1.37321	5.23122	4.25594	-0.147773	radar	3.2977	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17402	-1.5722	5.17734	4.22135	-0.206251	lidar	0.826821	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.32379	-1.79749	5.27162	4.15697	-0.439735	radar	2.34422	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.43387	-2.06254	5.33849	4.16822	-0.368258	lidar	0.905553	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.58576	-2.25115	5.21681	4.14768	-0.310659	radar	3.15113	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.74085	-2.45737	5.20234	4.11955	-0.337174	lidar	0.166897	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.89985	-2.65912	5.17593	4.09481	-0.341987	radar	0.774527	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97983	-2.96527	5.30609	4.15991	-0.16298	lidar	3.39698	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10395	-3.19571	5.26835	4.1761	-0.0708162	radar	0.300486	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22836	-3.38136	5.18792	4.1566	-0.107069	lidar	1.37185	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36977	-3.64419	5.27477	4.17006	-0.0676031	radar	4.46309	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.54217	-3.74626	5.07521	4.08708	-0.237639	lidar	4.33003	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.69	-3.95101	5.10245	4.06896	-0.2708	radar	0.472651	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83513	-4.19785	5.17385	4.08291	-0.210271	lidar	0.717011	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98381	-4.42119	5.1915	4.08459	-0.178317	radar	0.434749	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13618	-4.67667	5.27073	4.10066	-0.123099	lidar	1.26023	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26281	-4.89408	5.1601	4.13537	0.0351476	radar	1.81324	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.3859	-5.11704	5.16127	4.14953	0.0610934	lidar	0.150592	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53295	-5.27906	5.03078	4.13125	0.0507808	radar	3.27578	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72768	-5.46571	5.03148	4.09125	-0.035673	lidar	2.10697	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.88689	-5.66516	5.04378	4.07761	-0.0661541	radar	0.300323	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.04388	-5.84499	5.01353	4.05808	-0.100241	lidar	0.121767	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18372	-5.99438	4.87588	4.04358	-0.0954883	radar	5.2843	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3789	-6.06143	4.71491	3.94681	-0.290845	lidar	3.89181	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55992	-6.24062	4.78191	3.92506	-0.315827	radar	1.19482	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67928	-6.47713	4.83824	3.97856	-0.168079	lidar	0.80618	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92732	-6.60898	4.94745	3.87818	-0.400016	radar	7.13817	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.131	-6.7779	4.9754	3.85078	-0.413439	lidar	0.629394	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3258	-6.92709	5.00835	3.81833	-0.445552	radar	0.762451	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5513	-7.12381	5.09527	3.80872	-0.414059	lidar	3.82505	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7748	-7.2394	5.08936	3.74941	-0.498579	radar	1.39921	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0159	-7.41724	5.16874	3.73302	-0.47605	lidar	3.46508	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2151	-7.53715	5.07261	3.70165	-0.494338	radar	1.27738	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3383	-7.72799	5.00887	3.76022	-0.322681	lidar	3.63495	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5421	-7.83927	4.96327	3.72272	-0.368276	radar	1.55575	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7147	-7.94783	4.89509	3.70325	-0.37265	lidar	2.69827	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9154	-8.04353	4.76738	3.66219	-0.427057	radar	1.05615	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1247	-8.13513	4.75232	3.62279	-0.465158	lidar	0.194858	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3567	-8.26602	4.95956	3.62182	-0.386947	radar	2.92727	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5549	-8.35412	4.9124	3.59505	-0.403525	lidar	1.38448	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7705	-8.41894	4.79435	3.53911	-0.498202	radar	1.21753	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0454	-8.51676	4.88386	3.49879	-0.526349	lidar	4.0752	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3026	-8.61257	5.01207	3.48518	-0.469157	radar	2.67822	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5173	-8.66831	4.96854	3.4509	-0.492944	lidar	1.39064	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7487	-8.67472	4.84056	3.35969	-0.674867	radar	2.79741	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9468	-8.83329	4.80937	3.42027	-0.485589	lidar	1.94238	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2008	-8.93473	4.98963	3.44535	-0.318645	radar	2.79751	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4083	-9.08324	4.95638	3.49503	-0.18817	lidar	0.831461	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6279	-9.1657	4.88205	3.48167	-0.214582	radar	0.447094	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9371	-9.12828	4.9849	3.35898	-0.441335	lidar	1.89263	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1954	-9.20601	5.01979	3.35311	-0.407324	radar	4.53055	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4483	-9.35321	5.04888	3.4018	-0.270227	lidar	5.21163	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6892	-9.37673	4.92253	3.33647	-0.434893	radar	2.26065	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9403	-9.4742	4.94705	3.35153	-0.360164	lidar	1.9958	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1963	-9.47049	4.91845	3.27788	-0.503712	radar	2.21662	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4527	-9.44635	4.94199	3.20972	-0.588983	lidar	0.458783	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6704	-9.44236	4.88158	3.16793	-0.627771	radar	4.76786	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9577	-9.41387	4.96645	3.10749	-0.679126	lidar	1.37467	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2008	-9.50288	4.98776	3.17493	-0.417838	radar	8.39167	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4614	-9.52334	5.00611	3.1628	-0.401614	lidar	0.509882	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7211	-9.50675	4.99357	3.11428	-0.493311	radar	1.63745	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9781	-9.46599	5.02165	3.06776	-0.534157	lidar	0.138914	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2261	-9.41812	5.00635	3.01041	-0.626612	radar	0.348401	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4082	-9.49438	4.83161	3.06034	-0.481288	lidar	2.32605	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6404	-9.49522	4.85309	3.07403	-0.353239	radar	1.7602	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8917	-9.48424	4.86785	3.06131	-0.343744	lidar	0.259993	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1186	-9.45167	4.87142	3.04731	-0.310969	radar	3.84561	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3811	-9.29847	4.98505	2.94261	-0.47769	lidar	3.13363	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6197	-9.2078	4.97268	2.87336	-0.613403	radar	0.840938	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8762	-9.06654	5.05901	2.79595	-0.694709	lidar	0.787894	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1202	-8.95784	5.11133	2.76868	-0.626124	radar	4.80131	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2603	-9.15867	4.67316	2.90725	-0.369303	lidar	15.1866	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4955	-9.13002	4.6857	2.91673	-0.289765	radar	1.472	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7236	-9.01845	4.73947	2.86644	-0.353304	lidar	0.914001	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.966	-8.93701	4.76507	2.83074	-0.413256	radar	2.58706	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1599	-8.87074	4.70346	2.81405	-0.406639	lidar	1.07748	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3931	-8.78358	4.71665	2.77743	-0.468119	radar	1.96844	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5783	-8.77394	4.58279	2.8002	-0.387453	lidar	1.12675	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7701	-8.62026	4.54993	2.68536	-0.685622	radar	5.65049	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.969	-8.53737	4.52317	2.66424	-0.662552	lidar	0.0849916	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1785	-8.44636	4.56436	2.68234	-0.463072	radar	2.62735	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4163	-8.33354	4.63245	2.65905	-0.46094	lidar	1.51979	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6056	-8.22196	4.60124	2.62332	-0.510505	radar	0.687831	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8615	-7.92913	4.91488	2.50621	-0.653038	lidar	5.95353	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0565	-7.77118	4.91045	2.44041	-0.791454	radar	2.4445	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2835	-7.58081	5.01471	2.39606	-0.791718	lidar	2.0799	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4897	-7.445	5.02224	2.43973	-0.475457	radar	2.56113	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6509	-7.31601	4.92858	2.42468	-0.469602	lidar	0.834235	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8449	-7.14734	4.96003	2.41213	-0.416903	radar	0.777331	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.999	-7.08576	4.75423	2.42945	-0.36584	lidar	2.44147	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
